Date,Time,ms,LEVEL_m,TEMP_c
7/17/2019,13:00:00,0,0.0166,23.066
7/17/2019,13:15:00,0,-0.0005,22.475
7/17/2019,13:30:00,0,0.0002,19.952
7/17/2019,13:45:00,0,0.01,17.814
7/17/2019,14:00:00,0,-0.0031,14.897
7/17/2019,14:15:00,0,0.3441,9.956
7/17/2019,14:30:00,0,0.3405,7.869
7/17/2019,14:45:00,0,0.3398,7.699
7/17/2019,15:00:00,0,0.3402,7.624
7/17/2019,15:15:00,0,0.34,7.579
7/17/2019,15:30:00,0,0.3399,7.547
7/17/2019,15:45:00,0,0.3392,7.523
7/17/2019,16:00:00,0,0.338,7.505
7/17/2019,16:15:00,0,0.3389,7.492
7/17/2019,16:30:00,0,0.3386,7.482
7/17/2019,16:45:00,0,0.3387,7.473
7/17/2019,17:00:00,0,0.3381,7.468
7/17/2019,17:15:00,0,0.3389,7.464
7/17/2019,17:30:00,0,0.3383,7.462
7/17/2019,17:45:00,0,0.3375,7.46
7/17/2019,18:00:00,0,0.3381,7.462
7/17/2019,18:15:00,0,0.3383,7.464
7/17/2019,18:30:00,0,0.3375,7.466
7/17/2019,18:45:00,0,0.3376,7.469
7/17/2019,19:00:00,0,0.3373,7.473
7/17/2019,19:15:00,0,0.3372,7.477
7/17/2019,19:30:00,0,0.337,7.483
7/17/2019,19:45:00,0,0.337,7.488
7/17/2019,20:00:00,0,0.3373,7.492
7/17/2019,20:15:00,0,0.3362,7.498
7/17/2019,20:30:00,0,0.3367,7.504
7/17/2019,20:45:00,0,0.3364,7.508
7/17/2019,21:00:00,0,0.3375,7.513
7/17/2019,21:15:00,0,0.337,7.516
7/17/2019,21:30:00,0,0.3366,7.52
7/17/2019,21:45:00,0,0.3369,7.523
7/17/2019,22:00:00,0,0.336,7.524
7/17/2019,22:15:00,0,0.3371,7.526
7/17/2019,22:30:00,0,0.337,7.526
7/17/2019,22:45:00,0,0.336,7.526
7/17/2019,23:00:00,0,0.3379,7.525
7/17/2019,23:15:00,0,0.3372,7.524
7/17/2019,23:30:00,0,0.3367,7.522
7/17/2019,23:45:00,0,0.3368,7.52
7/18/2019,0:00:00,0,0.3367,7.517
7/18/2019,0:15:00,0,0.3382,7.514
7/18/2019,0:30:00,0,0.3374,7.509
7/18/2019,0:45:00,0,0.3377,7.505
7/18/2019,1:00:00,0,0.3376,7.499
7/18/2019,1:15:00,0,0.3381,7.494
7/18/2019,1:30:00,0,0.338,7.488
7/18/2019,1:45:00,0,0.3386,7.482
7/18/2019,2:00:00,0,0.3382,7.474
7/18/2019,2:15:00,0,0.3383,7.467
7/18/2019,2:30:00,0,0.3378,7.459
7/18/2019,2:45:00,0,0.339,7.45
7/18/2019,3:00:00,0,0.3387,7.442
7/18/2019,3:15:00,0,0.3388,7.433
7/18/2019,3:30:00,0,0.3392,7.424
7/18/2019,3:45:00,0,0.3388,7.414
7/18/2019,4:00:00,0,0.3383,7.404
7/18/2019,4:15:00,0,0.3396,7.393
7/18/2019,4:30:00,0,0.3379,7.383
7/18/2019,4:45:00,0,0.3375,7.372
7/18/2019,5:00:00,0,0.3376,7.361
7/18/2019,5:15:00,0,0.3377,7.35
7/18/2019,5:30:00,0,0.3368,7.339
7/18/2019,5:45:00,0,0.3371,7.327
7/18/2019,6:00:00,0,0.3366,7.316
7/18/2019,6:15:00,0,0.3366,7.304
7/18/2019,6:30:00,0,0.335,7.292
7/18/2019,6:45:00,0,0.3364,7.279
7/18/2019,7:00:00,0,0.3356,7.268
7/18/2019,7:15:00,0,0.3349,7.256
7/18/2019,7:30:00,0,0.3347,7.244
7/18/2019,7:45:00,0,0.3353,7.231
7/18/2019,8:00:00,0,0.3349,7.219
7/18/2019,8:15:00,0,0.335,7.206
7/18/2019,8:30:00,0,0.3335,7.194
7/18/2019,8:45:00,0,0.3355,7.181
7/18/2019,9:00:00,0,0.336,7.168
7/18/2019,9:15:00,0,0.3344,7.156
7/18/2019,9:30:00,0,0.3357,7.143
7/18/2019,9:45:00,0,0.3354,7.131
7/18/2019,10:00:00,0,0.3349,7.12
7/18/2019,10:15:00,0,0.3347,7.107
7/18/2019,10:30:00,0,0.336,7.095
7/18/2019,10:45:00,0,0.3354,7.084
7/18/2019,11:00:00,0,0.3353,7.073
