Nombre Dispositivo:,,OM-CP-VOLT101A
Descripción del dispositivo:,,Registrador de Voltaje
Número de Serie:,,Q98069
ID Dispositivo:,,Stn01
,,
,,Canal 1
Date,Tiempo,Voltaje (ppm)
10/19/2022,4:40:04 PM,4321
10/19/2022,4:55:04 PM,4381
10/19/2022,5:10:04 PM,4426
10/19/2022,5:25:04 PM,4421
10/19/2022,5:40:04 PM,4461
10/19/2022,5:55:04 PM,4526
10/19/2022,6:10:04 PM,4536
10/19/2022,6:25:04 PM,4602
10/19/2022,6:40:04 PM,4637
10/19/2022,6:55:04 PM,4702
10/19/2022,7:10:04 PM,4762
10/19/2022,7:25:04 PM,4782
10/19/2022,7:40:04 PM,4862
10/19/2022,7:55:04 PM,4917
10/19/2022,8:10:04 PM,4862
10/19/2022,8:25:04 PM,4862
10/19/2022,8:40:04 PM,4862
10/19/2022,8:55:04 PM,4887
10/19/2022,9:10:04 PM,4978
10/19/2022,9:25:04 PM,4983
10/19/2022,9:40:04 PM,5053
10/19/2022,9:55:04 PM,5068
10/19/2022,10:10:04 PM,5098
10/19/2022,10:25:04 PM,5053
10/19/2022,10:40:04 PM,5068
10/19/2022,10:55:04 PM,5028
10/19/2022,11:10:04 PM,5058
10/19/2022,11:25:04 PM,5008
10/19/2022,11:40:04 PM,4973
10/19/2022,11:55:04 PM,4932
10/20/2022,12:10:04 AM,4932
10/20/2022,12:25:04 AM,4958
10/20/2022,12:40:04 AM,4942
10/20/2022,12:55:04 AM,4958
10/20/2022,1:10:04 AM,5028
10/20/2022,1:25:04 AM,4983
10/20/2022,1:40:04 AM,4968
10/20/2022,1:55:04 AM,4973
10/20/2022,2:10:04 AM,4937
10/20/2022,2:25:04 AM,5008
10/20/2022,2:40:04 AM,5013
10/20/2022,2:55:04 AM,5078
10/20/2022,3:10:04 AM,5088
10/20/2022,3:25:04 AM,5098
10/20/2022,3:40:04 AM,5108
10/20/2022,3:55:04 AM,5073
10/20/2022,4:10:04 AM,5088
10/20/2022,4:25:04 AM,5063
10/20/2022,4:40:04 AM,5023
10/20/2022,4:55:04 AM,5008
10/20/2022,5:10:04 AM,5063
10/20/2022,5:25:04 AM,5078
10/20/2022,5:40:04 AM,5088
10/20/2022,5:55:04 AM,5123
10/20/2022,6:10:04 AM,5138
10/20/2022,6:25:04 AM,5148
10/20/2022,6:40:04 AM,5168
10/20/2022,6:55:04 AM,5178
10/20/2022,7:10:04 AM,5193
10/20/2022,7:25:04 AM,5208
10/20/2022,7:40:04 AM,5238
10/20/2022,7:55:04 AM,5173
10/20/2022,8:10:04 AM,5178
10/20/2022,8:25:04 AM,5188
10/20/2022,8:40:04 AM,5188
10/20/2022,8:55:04 AM,5198
10/20/2022,9:10:04 AM,5183
10/20/2022,9:25:04 AM,5188
10/20/2022,9:40:04 AM,5183
10/20/2022,9:55:04 AM,5213
10/20/2022,10:10:04 AM,5233
10/20/2022,10:25:04 AM,5213
10/20/2022,10:40:04 AM,5253
10/20/2022,10:55:04 AM,5283
10/20/2022,11:10:04 AM,5308
10/20/2022,11:25:04 AM,5288
10/20/2022,11:40:04 AM,5333
10/20/2022,11:55:04 AM,5283
10/20/2022,12:10:04 PM,5318
10/20/2022,12:25:04 PM,5343
10/20/2022,12:40:04 PM,5384
10/20/2022,12:55:04 PM,5354
10/20/2022,1:10:04 PM,5333
10/20/2022,1:25:04 PM,5384
10/20/2022,1:40:04 PM,5379
10/20/2022,1:55:04 PM,5384
10/20/2022,2:10:04 PM,5414
10/20/2022,2:25:04 PM,5429
10/20/2022,2:40:04 PM,5469
10/20/2022,2:55:04 PM,5474
10/20/2022,3:10:04 PM,5509
10/20/2022,3:25:04 PM,5514
10/20/2022,3:40:04 PM,5529
10/20/2022,3:55:04 PM,5559
10/20/2022,4:10:04 PM,5574
10/20/2022,4:25:04 PM,5584
10/20/2022,4:40:04 PM,5559
10/20/2022,4:55:04 PM,5614
10/20/2022,5:10:04 PM,5624
10/20/2022,5:25:04 PM,5624
10/20/2022,5:40:04 PM,5654
10/20/2022,5:55:04 PM,5689
10/20/2022,6:10:04 PM,5734
10/20/2022,6:25:04 PM,5750
10/20/2022,6:40:04 PM,5800
10/20/2022,6:55:04 PM,5825
10/20/2022,7:10:04 PM,5855
10/20/2022,7:25:04 PM,5850
10/20/2022,7:40:04 PM,5890
10/20/2022,7:55:04 PM,5885
10/20/2022,8:10:04 PM,5955
10/20/2022,8:25:04 PM,5965
10/20/2022,8:40:04 PM,5965
10/20/2022,8:55:04 PM,6020
10/20/2022,9:10:04 PM,6035
10/20/2022,9:25:04 PM,6055
10/20/2022,9:40:04 PM,6095
10/20/2022,9:55:04 PM,6095
10/20/2022,10:10:04 PM,6146
10/20/2022,10:25:04 PM,6105
10/20/2022,10:40:04 PM,6090
10/20/2022,10:55:04 PM,6140
10/20/2022,11:10:04 PM,6110
10/20/2022,11:25:04 PM,6156
10/20/2022,11:40:04 PM,6181
10/20/2022,11:55:04 PM,6186
10/21/2022,12:10:04 AM,6226
10/21/2022,12:25:04 AM,6246
10/21/2022,12:40:04 AM,6266
10/21/2022,12:55:04 AM,6271
10/21/2022,1:10:04 AM,6321
10/21/2022,1:25:04 AM,6346
10/21/2022,1:40:04 AM,6346
10/21/2022,1:55:04 AM,6386
10/21/2022,2:10:04 AM,6376
10/21/2022,2:25:04 AM,6371
10/21/2022,2:40:04 AM,6396
10/21/2022,2:55:04 AM,6391
10/21/2022,3:10:04 AM,6401
10/21/2022,3:25:04 AM,6436
10/21/2022,3:40:04 AM,6476
10/21/2022,3:55:04 AM,6441
10/21/2022,4:10:04 AM,6491
10/21/2022,4:25:04 AM,6476
10/21/2022,4:40:04 AM,6506
10/21/2022,4:55:04 AM,6506
10/21/2022,5:10:04 AM,6496
10/21/2022,5:25:04 AM,6557
10/21/2022,5:40:04 AM,6582
10/21/2022,5:55:04 AM,6577
10/21/2022,6:10:04 AM,6592
10/21/2022,6:25:04 AM,6612
10/21/2022,6:40:04 AM,6582
10/21/2022,6:55:04 AM,6602
10/21/2022,7:10:04 AM,6597
10/21/2022,7:25:04 AM,6617
10/21/2022,7:40:04 AM,6647
10/21/2022,7:55:04 AM,6612
10/21/2022,8:10:04 AM,6637
10/21/2022,8:25:04 AM,6722
10/21/2022,8:40:04 AM,6752
10/21/2022,8:55:04 AM,6787
10/21/2022,9:10:04 AM,6737
10/21/2022,9:25:04 AM,6717
10/21/2022,9:40:04 AM,6707
10/21/2022,9:55:04 AM,6707
10/21/2022,10:10:04 AM,6712
10/21/2022,10:25:04 AM,6712
10/21/2022,10:40:04 AM,6757
10/21/2022,10:55:04 AM,6767
10/21/2022,11:10:04 AM,6817
10/21/2022,11:25:04 AM,6817
10/21/2022,11:40:04 AM,6882
10/21/2022,11:55:04 AM,6922
10/21/2022,12:10:04 PM,6927
10/21/2022,12:25:04 PM,6973
10/21/2022,12:40:04 PM,6983
10/21/2022,12:55:04 PM,7023
10/21/2022,1:10:04 PM,7043
10/21/2022,1:25:04 PM,7058
10/21/2022,1:40:04 PM,7028
10/21/2022,1:55:04 PM,7053
10/21/2022,2:10:04 PM,7093
10/21/2022,2:25:04 PM,7108
10/21/2022,2:40:04 PM,7143
10/21/2022,2:55:04 PM,7178
10/21/2022,3:10:04 PM,7128
10/21/2022,3:25:04 PM,7158
10/21/2022,3:40:04 PM,7143
10/21/2022,3:55:04 PM,7188
10/21/2022,4:10:04 PM,7233
10/21/2022,4:25:04 PM,7278
10/21/2022,4:40:04 PM,7298
10/21/2022,4:55:04 PM,7298
10/21/2022,5:10:04 PM,7278
10/21/2022,5:25:04 PM,7328
10/21/2022,5:40:04 PM,7374
10/21/2022,5:55:04 PM,7389
10/21/2022,6:10:04 PM,7399
10/21/2022,6:25:04 PM,7479
10/21/2022,6:40:04 PM,7429
10/21/2022,6:55:04 PM,7449
10/21/2022,7:10:04 PM,7489
10/21/2022,7:25:04 PM,7494
10/21/2022,7:40:04 PM,7564
10/21/2022,7:55:04 PM,7579
10/21/2022,8:10:04 PM,7574
10/21/2022,8:25:04 PM,7634
10/21/2022,8:40:04 PM,7619
10/21/2022,8:55:04 PM,7644
10/21/2022,9:10:04 PM,7659
10/21/2022,9:25:04 PM,7679
10/21/2022,9:40:04 PM,7679
10/21/2022,9:55:04 PM,7669
10/21/2022,10:10:04 PM,7664
10/21/2022,10:25:04 PM,7724
10/21/2022,10:40:04 PM,7724
10/21/2022,10:55:04 PM,7765
10/21/2022,11:10:04 PM,7760
10/21/2022,11:25:04 PM,7845
10/21/2022,11:40:04 PM,7780
10/21/2022,11:55:04 PM,7830
10/22/2022,12:10:04 AM,7820
10/22/2022,12:25:04 AM,7885
10/22/2022,12:40:04 AM,7870
10/22/2022,12:55:04 AM,7870
10/22/2022,1:10:04 AM,7875
10/22/2022,1:25:04 AM,7900
10/22/2022,1:40:04 AM,7945
10/22/2022,1:55:04 AM,7915
10/22/2022,2:10:04 AM,7925
10/22/2022,2:25:04 AM,7920
10/22/2022,2:40:04 AM,7920
10/22/2022,2:55:04 AM,7955
10/22/2022,3:10:04 AM,7960
10/22/2022,3:25:04 AM,7985
10/22/2022,3:40:04 AM,7985
10/22/2022,3:55:04 AM,7980
10/22/2022,4:10:04 AM,8025
10/22/2022,4:25:04 AM,8020
10/22/2022,4:40:04 AM,8030
10/22/2022,4:55:04 AM,8045
10/22/2022,5:10:04 AM,8085
10/22/2022,5:25:04 AM,8095
10/22/2022,5:40:04 AM,8080
10/22/2022,5:55:04 AM,8065
10/22/2022,6:10:04 AM,8060
10/22/2022,6:25:04 AM,8100
10/22/2022,6:40:04 AM,8055
